replicate,eta,method,seed_search,seed_test,seed_algorithm,event_mu,event_beta,event_eta,kappa,distance_km,nominal_tardiness_min,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,route_sampled_multiplier_mean,J_mean_test,J_cvar_test,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals,search_runtime_s,external_wall_s
9,0.35,ALNS-Mean,843001,844001,852001,0.01,0.6,0.35,0.9,371.59999999999985,0.0,0.5297367743492675,1.9391736931305108,2.9717572165090473,7.412642627613265,0.9968589743589744,0.4808647402595602,0.0519503584441834,0.8566836755855416,1.046755322599765,372.6594735486984,386.4252852552264,25100,250,345,95,44.67687520899926,44.71953295899948
9,0.35,ALNS-CVaR,843001,844001,853001,0.01,0.6,0.35,0.9,372.1999999999998,0.0,0.3323391346271612,1.9673783613021307,1.5461723185824496,6.270663568572427,0.9987051282051282,0.2555049337530712,0.051661902883405,0.8506653616990408,1.046495712595065,372.8646782692541,384.74132713714465,25100,250,271,21,29.91735483299999,29.95935954200104
9,0.7,OR-Tools,843001,844001,0,0.0046153846153846,0.6,0.7,1.481574841841101,367.2000000000001,0.0,16.532860855241335,25.06430897010009,65.23478601471876,101.80321019911216,0.9715897435897436,7.821333481550164,0.0305866166412275,0.6860799213104432,1.045316361712681,400.2657217104827,570.8064203982244,0,0,0,0,0.0,0.0
9,0.7,ALNS-Mean,843001,844001,852001,0.0046153846153846,0.6,0.7,1.481574841841101,369.3999999999998,0.0,2.668041354634246,7.0740862689956385,16.514333865114168,27.735151450959375,0.993551282051282,2.020833387507385,0.0309952020527849,0.7010723024986162,1.045921711579188,374.7360827092683,424.87030290191854,25100,250,302,52,33.91232124999806,33.95041245900211
9,0.7,ALNS-CVaR,843001,844001,853001,0.0046153846153846,0.6,0.7,1.481574841841101,372.9999999999999,0.0,0.7163552069598155,3.006274424703945,4.582654539124974,11.094269654132106,0.997102564102564,0.609180544954514,0.0308579122161505,0.6889209576085777,1.04571830641119,374.4327104139195,395.1885393082641,25100,250,305,55,35.19122804200015,35.22822204100157
10,0.0,OR-Tools,943001,944001,0,0.0153846153846153,0.6,0.0,0.6952662379115702,367.2000000000001,0.0,13.121922536769278,14.639304850914447,41.38048881451465,58.278334220682275,0.9726538461538464,6.916110700851674,0.0699872859050563,0.8996414125676252,1.04865979697285,393.4438450735386,483.7566684413646,0,0,0,0,0.0,0.0
10,0.0,ALNS-Mean,943001,944001,952001,0.0153846153846153,0.6,0.0,0.6952662379115702,369.3999999999998,0.0,1.077603128282285,2.539588767949678,6.451186779904845,9.96707204923633,0.9945641025641024,0.9898159682969122,0.068489725870479,0.9028650417672068,1.0476185940415628,371.5552062565643,389.3341440984725,25100,250,312,62,39.45696566699917,39.50434462500198
10,0.0,ALNS-CVaR,943001,944001,953001,0.0153846153846153,0.6,0.0,0.6952662379115702,373.69999999999993,0.0,0.758273294283672,2.8846045173484924,4.143775636354206,10.516037199798836,0.996051282051282,0.63891532056119,0.0679814835671126,0.9001769791422748,1.0472652303273535,375.21654658856727,394.7320743995976,25100,250,295,45,35.04696137499923,35.09121245799906
10,0.35,OR-Tools,943001,944001,0,0.01,0.6,0.35,0.9,367.2000000000001,0.0,13.53967898623448,17.342433900417088,43.58583550234826,70.96184051791099,0.972397435897436,6.956672099715832,0.053188155990928,0.8629462964120848,1.047869340391835,394.27935797246903,509.123681035822,0,0,0,0,0.0,0.0
10,0.35,ALNS-Mean,943001,944001,952001,0.01,0.6,0.35,0.9,369.89999999999986,0.0,3.137294676926654,9.963608488691833,14.044974606223604,36.57095513175996,0.9931538461538462,2.109207023236742,0.0535006910443597,0.8607167307089274,1.0481506219399237,376.1745893538531,443.04191026351975,25100,250,347,97,43.98131916700004,44.02563908299999
10,0.35,ALNS-CVaR,943001,944001,953001,0.01,0.6,0.35,0.9,375.8999999999999,0.0,2.1724826972912368,3.89891167799217,10.538173920176234,14.698718445199011,0.9902435897435896,1.913799761328287,0.0533009768780881,0.8616261856560437,1.047970879190279,380.2449653945824,405.29743689039793,25100,250,257,7,25.19942241699755,25.242482624998956
10,0.7,OR-Tools,943001,944001,0,0.0046153846153846,0.6,0.7,1.481574841841101,367.2000000000001,0.0,16.58512215077808,26.44381165163876,62.56678510157607,109.25441564558334,0.9712435897435898,7.630816779069549,0.0310125630932595,0.6746690276353601,1.0459474332599832,400.3702443015562,585.7088312911667,0,0,0,0,0.0,0.0
10,0.7,ALNS-Mean,943001,944001,952001,0.0046153846153846,0.6,0.7,1.481574841841101,369.7999999999999,0.0,5.87100470866349,19.754965309643048,28.038659843218426,74.44747103446997,0.9893205128205128,2.963533541961498,0.0314879186499104,0.6774069177115086,1.0466517080936466,381.54200941732694,518.6949420689399,25100,250,333,83,39.45528870900307,39.49475129200073
10,0.7,ALNS-CVaR,943001,944001,953001,0.0046153846153846,0.6,0.7,1.481574841841101,380.3,0.0,3.960688780143362,7.905117666421718,20.03230067544459,30.75481767432336,0.9879871794871796,3.3474057787638003,0.0314552312562302,0.6885910198028873,1.0466032792735245,388.2213775602867,441.80963534864674,25100,250,277,27,29.982650540998293,30.0206014999967
