decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score,w_random,w_worst,w_shaw
255,211,2,10,0,0,384.96979436406923,380.85302620688043,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
256,212,2,9,0,0,385.62887612736137,380.85302620688043,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
257,213,2,9,0,0,385.76979436406924,380.85302620688043,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
258,214,2,9,0,0,385.7764494058319,380.85302620688043,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
259,215,0,10,0,0,385.33599834812964,380.85302620688043,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
260,216,2,9,0,1,376.1692834518253,376.1692834518253,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
261,217,2,10,0,0,377.7207983854622,376.1692834518253,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
262,218,2,10,0,1,375.5692834518253,375.5692834518253,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
263,219,2,8,0,1,374.8692834518253,374.8692834518253,374.8692834518253,0.663990412966234,1.0762240320767988,1.3590453513292045
264,220,0,9,0,1,376.4995423690916,376.4995423690916,374.8692834518253,0.663990412966234,1.0762240320767988,1.3590453513292045
265,221,2,9,0,1,377.70176055919427,377.70176055919427,374.8692834518253,0.663990412966234,1.0762240320767988,1.3590453513292045
266,222,2,10,0,1,377.8017605591943,377.8017605591943,374.8692834518253,0.663990412966234,1.0762240320767988,1.3590453513292045
267,223,2,12,0,0,388.9430318925345,377.8017605591943,374.8692834518253,0.663990412966234,1.0762240320767988,1.3590453513292045
268,223,1,12,1,0,,377.8017605591943,374.8692834518253,,,
269,224,0,11,0,1,378.5017605591943,378.5017605591943,374.8692834518253,0.663990412966234,1.0762240320767988,1.3590453513292045
270,225,1,8,0,1,378.4017605591943,378.4017605591943,374.8692834518253,0.663990412966234,1.0762240320767988,1.3590453513292045
271,226,2,8,0,1,378.6017605591943,378.6017605591943,374.8692834518253,0.663990412966234,1.0762240320767988,1.3590453513292045
272,227,2,9,0,0,382.06391099098863,378.6017605591943,374.8692834518253,0.663990412966234,1.0762240320767988,1.3590453513292045
273,228,2,11,0,1,377.8017605591943,377.8017605591943,374.8692834518253,0.663990412966234,1.0762240320767988,1.3590453513292045
274,228,1,10,1,0,,377.8017605591943,374.8692834518253,,,
275,229,2,11,0,1,378.12706272737535,378.12706272737535,374.8692834518253,0.663990412966234,1.0762240320767988,1.3590453513292045
276,230,2,9,0,1,378.3270627273754,378.3270627273754,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
277,231,2,10,0,0,385.4006624192981,378.3270627273754,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
278,232,2,12,0,0,400.1165371722428,378.3270627273754,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
279,233,2,10,0,1,378.0017605591943,378.0017605591943,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
280,233,1,10,1,0,,378.0017605591943,374.8692834518253,,,
281,234,2,11,0,1,377.92301657556493,377.92301657556493,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
282,235,1,9,0,1,375.96547513133004,375.96547513133004,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
283,236,0,10,0,1,375.49927114726955,375.49927114726955,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
284,236,1,10,1,0,,375.49927114726955,374.8692834518253,,,
285,237,2,10,0,1,375.49927114726955,375.49927114726955,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
286,238,1,11,0,1,375.29927114726956,375.29927114726956,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
287,239,1,10,0,0,473.363225261078,375.29927114726956,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
288,240,2,8,0,1,375.3780151308989,375.3780151308989,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
289,240,0,9,1,0,,375.3780151308989,374.8692834518253,,,
290,241,0,10,0,0,407.60184911565545,375.3780151308989,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
291,242,2,9,0,0,406.45035063382244,375.3780151308989,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
292,243,2,8,0,0,403.5694947291933,375.3780151308989,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
293,244,0,11,0,0,380.7596726390528,375.3780151308989,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
294,244,1,12,1,0,,375.3780151308989,374.8692834518253,,,
295,245,2,9,0,0,376.6780151308989,375.3780151308989,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
296,245,0,11,1,0,,375.3780151308989,374.8692834518253,,,
297,245,1,8,1,0,,375.3780151308989,374.8692834518253,,,
298,246,1,9,0,0,376.64421911495936,375.3780151308989,374.8692834518253,0.6645256637063205,1.0209792256614392,1.428412751651599
299,246,1,10,1,0,,375.3780151308989,374.8692834518253,,,
300,246,2,9,1,0,,375.3780151308989,374.8692834518253,,,
301,247,2,8,0,0,377.2477562136326,375.3780151308989,374.8692834518253,0.6916205309650565,0.9945611583069291,1.3427302013212792
302,247,1,10,1,0,,375.3780151308989,374.8692834518253,,,
303,248,2,9,0,1,375.5780151308989,375.5780151308989,374.8692834518253,0.6916205309650565,0.9945611583069291,1.3427302013212792
304,248,0,12,1,0,,375.5780151308989,374.8692834518253,,,
305,249,2,10,0,1,381.47620083241384,381.47620083241384,374.8692834518253,0.6916205309650565,0.9945611583069291,1.3427302013212792
306,249,1,11,1,0,,381.47620083241384,374.8692834518253,,,
307,250,2,10,0,1,381.6566059708496,381.6566059708496,374.8692834518253,0.6916205309650565,0.9945611583069291,1.3427302013212792
