run_id,day,replicate,path_index,realized_seed,realized_path_hash,static_distance,dddas_distance,static_tardiness,dddas_tardiness,static_J,dddas_J,static_on_time,dddas_on_time,static_max_tardiness,dddas_max_tardiness,delta_distance,delta_tardiness,delta_J,delta_max_tardiness,delta_on_time,episodes,recourse_attempts,route_changes,evaluated_candidates,operator_decisions,null_proposals,decision_cap_terminations,scenario_evaluations,dddas_wall_seconds
D07_R02_P008,7,2,8,8170008,c59b9a87980e1510207ac500428332f4011962522891a761d9626c3aa74ce7ad,377.8000000000001,377.8000000000001,2.456016863828154,2.456016863828154,382.71203372765643,382.71203372765643,0.9848484848484849,0.9848484848484849,2.456016863828154,2.456016863828154,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0008068750030361116
D07_R02_P009,7,2,9,8170009,4e4275fd3d870550835f0fd30cc267a14014a712261f8f00d989f58ba71be43d,377.8000000000001,380.9000000000001,15.44574265435935,18.04266339316314,408.6914853087188,416.98532678632637,0.9696969696969697,0.9545454545454546,13.129357428309703,13.129357428309703,-3.099999999999966,-2.5969207388037887,-8.293841477607543,0.0,-0.015151515151515138,4,8,4,1500,54228,52728,2,150800,11.483023040986154
D07_R02_P010,7,2,10,8170010,8983ccf69993860bc6af4339bf624bc17d9e15b482b9b57718d8371ddff4c5ef,377.8000000000001,380.40000000000015,0.20841348207645183,0.20841348207645183,378.21682696415303,380.81682696415305,0.9848484848484849,0.9848484848484849,0.20841348207645183,0.20841348207645183,-2.6000000000000227,0.0,-2.6000000000000227,0.0,0.0,2,4,1,1000,3209,2209,0,100400,4.833611708017997
D07_R02_P011,7,2,11,8170011,910f9ed8a3a51d2743b53872a571a32b2b1389a9710fc818ad91ff4f0f752b36,377.8000000000001,377.9000000000001,8.579679406634199,8.579679406634199,394.9593588132685,395.0593588132685,0.9848484848484849,0.9848484848484849,8.579679406634199,8.579679406634199,-0.0999999999999659,0.0,-0.0999999999999659,0.0,0.0,2,2,1,500,1446,946,0,50200,3.468575041042641
D07_R02_P012,7,2,12,8170012,cce8bcabc30f7e0686cf02d166776be0590a8cea0cccb0edc39d6cb85c208718,377.8000000000001,377.8000000000001,0.0,0.0,377.8000000000001,377.8000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,250,849,599,0,25100,0.6747514580492862
D07_R02_P013,7,2,13,8170013,7ec18b5e4a1f9c3f26511bcb7812389f52b8858aee6fb0ff5e06fb25c8cb29f5,377.8000000000001,377.9000000000001,0.0,0.0,377.8000000000001,377.9000000000001,1.0,1.0,0.0,0.0,-0.0999999999999659,0.0,-0.0999999999999659,0.0,0.0,2,2,1,500,1404,904,0,50200,3.242303291975986
D07_R02_P014,7,2,14,8170014,58fb0c2c3ea4e3834964e3c08f6374fa9309504fe2a20293b1ebb1cdd7fc07ce,377.8000000000001,377.8000000000001,1.3470457057262024,1.3470457057262024,380.49409141145253,380.49409141145253,0.9848484848484849,0.9848484848484849,1.3470457057262024,1.3470457057262024,0.0,0.0,0.0,0.0,0.0,1,1,0,0,25000,25000,1,100,1.6534302920335904
D07_R02_P015,7,2,15,8170015,70fa7b7b18d3cba159f20c88a3f8ee15051e478dcd58d925f67c1dc9c735bfe6,377.8000000000001,378.0000000000001,7.666128179143641,7.666128179143641,393.1322563582874,393.3322563582874,0.9848484848484849,0.9848484848484849,7.666128179143641,7.666128179143641,-0.19999999999998863,0.0,-0.19999999999998863,0.0,0.0,3,7,3,1000,80248,79248,3,100700,13.986598625022452
D07_R02_P016,7,2,16,8170016,b5759e7ac7cb8b6bfd1a4d9c8c496d732ad42ce7e26405e23ef3c62487355e18,377.8000000000001,381.50000000000006,4.900510759677104,0.0,387.60102151935433,381.50000000000006,0.9848484848484849,1.0,4.900510759677104,0.0,-3.699999999999932,4.900510759677104,6.101021519354276,4.900510759677104,0.015151515151515138,5,6,2,500,101086,100586,4,50600,17.406964374997187
D07_R02_P017,7,2,17,8170017,15662a03814b820c8fbaf3ad56cae22eb79a01b06fda66060003ba42a4cd8d11,377.8000000000001,380.40000000000015,0.0,0.0,377.8000000000001,380.40000000000015,1.0,1.0,0.0,0.0,-2.6000000000000227,0.0,-2.6000000000000227,0.0,0.0,1,2,1,250,25349,25099,1,25200,2.763714041968342
D07_R02_P018,7,2,18,8170018,521eb2b782adc75354f60fdf16361e625e0c7eff981641126fedeb38f98bf1c2,377.8000000000001,377.8000000000001,0.0,0.0,377.8000000000001,377.8000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,25000,25000,1,100,2.762575457978528
D07_R02_P019,7,2,19,8170019,1448915da22f3df9ca6133126e80d17523da4a4ec6aea9cb132715a2a0ef12f8,377.8000000000001,377.9000000000001,2.0569170085450423,2.0569170085450423,381.9138340170902,382.0138340170902,0.9848484848484849,0.9848484848484849,2.0569170085450423,2.0569170085450423,-0.0999999999999659,0.0,-0.0999999999999659,0.0,0.0,1,2,1,250,25705,25455,1,25200,4.481971458997577
D07_R02_P020,7,2,20,8170020,8b742cbf3b5e0e062a9da291244e11c73b747ba3e2ed7c0eb802c8d61ad5020b,377.8000000000001,379.50000000000006,1.282697762584121,0.0,380.36539552516837,379.50000000000006,0.9848484848484849,1.0,1.282697762584121,0.0,-1.6999999999999318,1.282697762584121,0.8653955251683101,1.282697762584121,0.015151515151515138,2,1,1,250,690,440,0,25100,2.5272752920282073
D07_R03_P001,7,3,1,8170001,62eea306b95884f47782f1acd330a2ccbcd44533e84688373e56774acb16fc04,368.5,368.5,0.0,0.0,368.5,368.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,250,5628,5378,0,25100,2.1836234999937005
D07_R03_P002,7,3,2,8170002,f8c0202506739fd349e247c83d5e4cf66515c8af2369e2d5e2559cc2afd43421,368.5,368.5,7.146889508738639,7.146889508738639,382.7937790174773,382.7937790174773,0.9545454545454546,0.9545454545454546,3.60898369269313,3.60898369269313,0.0,0.0,0.0,0.0,0.0,3,5,0,954,63694,62740,2,95900,18.780950082989875
D07_R03_P003,7,3,3,8170003,abba81fd9f6c27b894cc9b1e66ceb2d1754e19803071cc841db50b1ba6818a21,368.5,368.5,0.0,0.0,368.5,368.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,500,988,488,0,50200,2.6917144999606535
D07_R03_P004,7,3,4,8170004,ad1906a6a46c7ded6aec3cd85f6e93045e41c1a4cb645292701a430375ab3921,368.5,368.9000000000001,0.0,0.0,368.5,368.9000000000001,1.0,1.0,0.0,0.0,-0.40000000000009095,0.0,-0.40000000000009095,0.0,0.0,3,5,2,750,63249,62499,2,75500,14.319332165992819
D07_R03_P005,7,3,5,8170005,538b28f5f3e957b3c2e63529361f2adff89bcae61fcc82c1a10ff0ebf05379ba,368.5,368.2,24.600202624015196,0.0,417.7004052480304,368.2,0.9696969696969697,1.0,23.79947289508698,0.0,0.30000000000001137,24.600202624015196,49.500405248030404,23.79947289508698,0.030303030303030276,3,5,1,1250,32046,30796,0,125500,15.160561750002671
D07_R03_P006,7,3,6,8170006,df6c5a6c7cb94f7be329e910508d1d6ede933a24c04540c912a89a3a88bef9bc,368.5,368.80000000000007,0.0,0.0,368.5,368.80000000000007,1.0,1.0,0.0,0.0,-0.3000000000000682,0.0,-0.3000000000000682,0.0,0.0,3,3,1,750,3682,2932,0,75300,7.189456667052582
D07_R03_P007,7,3,7,8170007,a6d6acd25e623549c7c4ce588c2f682488385c5453798804d09152e6ea3b7741,368.5,368.5,0.0,0.0,368.5,368.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,250,25493,25243,1,25200,3.147946083045099
D07_R03_P008,7,3,8,8170008,c59b9a87980e1510207ac500428332f4011962522891a761d9626c3aa74ce7ad,368.5,368.5,0.68926622851194,0.68926622851194,369.8785324570239,369.8785324570239,0.9848484848484849,0.9848484848484849,0.68926622851194,0.68926622851194,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0007907500257715583
D07_R03_P009,7,3,9,8170009,4e4275fd3d870550835f0fd30cc267a14014a712261f8f00d989f58ba71be43d,368.5,368.5,1.3399965120627826,1.3399965120627826,371.17999302412557,371.17999302412557,0.9848484848484849,0.9848484848484849,1.3399965120627826,1.3399965120627826,0.0,0.0,0.0,0.0,0.0,4,6,0,1000,58019,57019,2,100600,10.659912832954433
D07_R03_P010,7,3,10,8170010,8983ccf69993860bc6af4339bf624bc17d9e15b482b9b57718d8371ddff4c5ef,368.5,368.2,1.8548658133952358,8.318191939689541,372.2097316267905,384.83638387937907,0.9848484848484849,0.9848484848484849,1.8548658133952358,8.318191939689541,0.30000000000001137,-6.463326126294305,-12.626652252588599,-6.463326126294305,0.0,3,4,1,1000,5917,4917,0,100400,4.937646957987454
D07_R03_P011,7,3,11,8170011,910f9ed8a3a51d2743b53872a571a32b2b1389a9710fc818ad91ff4f0f752b36,368.5,368.5,4.883530545414203,4.883530545414203,378.2670610908284,378.2670610908284,0.9848484848484849,0.9848484848484849,4.883530545414203,4.883530545414203,0.0,0.0,0.0,0.0,0.0,2,2,0,250,25457,25207,1,25200,3.205925250018481
D07_R03_P012,7,3,12,8170012,cce8bcabc30f7e0686cf02d166776be0590a8cea0cccb0edc39d6cb85c208718,368.5,368.5,5.3625105318816395,5.3625105318816395,379.2250210637633,379.2250210637633,0.9848484848484849,0.9848484848484849,5.3625105318816395,5.3625105318816395,0.0,0.0,0.0,0.0,0.0,2,4,0,741,58935,58194,2,74500,17.014558249968104
D07_R03_P013,7,3,13,8170013,7ec18b5e4a1f9c3f26511bcb7812389f52b8858aee6fb0ff5e06fb25c8cb29f5,368.5,368.5,0.0,0.0,368.5,368.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0008032500045374036
D07_R03_P014,7,3,14,8170014,58fb0c2c3ea4e3834964e3c08f6374fa9309504fe2a20293b1ebb1cdd7fc07ce,368.5,368.5,0.0,0.0,368.5,368.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,250,505,255,0,25100,1.4894127079751343
D07_R03_P015,7,3,15,8170015,70fa7b7b18d3cba159f20c88a3f8ee15051e478dcd58d925f67c1dc9c735bfe6,368.5,368.5,0.0,0.0,368.5,368.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0,500,79020,78520,3,50500,9.244617083051708
D07_R03_P016,7,3,16,8170016,b5759e7ac7cb8b6bfd1a4d9c8c496d732ad42ce7e26405e23ef3c62487355e18,368.5,368.80000000000007,0.0,0.0,368.5,368.80000000000007,1.0,1.0,0.0,0.0,-0.3000000000000682,0.0,-0.3000000000000682,0.0,0.0,5,6,1,1250,48340,47090,1,125600,14.37560587504413
D07_R03_P017,7,3,17,8170017,15662a03814b820c8fbaf3ad56cae22eb79a01b06fda66060003ba42a4cd8d11,368.5,368.5,0.0,0.0,368.5,368.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.000588166993111372
D07_R03_P018,7,3,18,8170018,521eb2b782adc75354f60fdf16361e625e0c7eff981641126fedeb38f98bf1c2,368.5,368.5,1.9496870901663783,1.9496870901663783,372.39937418033276,372.39937418033276,0.9848484848484849,0.9848484848484849,1.9496870901663783,1.9496870901663783,0.0,0.0,0.0,0.0,0.0,1,1,0,250,8761,8511,0,25100,2.5503048750106245
D07_R03_P019,7,3,19,8170019,1448915da22f3df9ca6133126e80d17523da4a4ec6aea9cb132715a2a0ef12f8,368.5,369.40000000000003,0.0,0.0,368.5,369.40000000000003,1.0,1.0,0.0,0.0,-0.9000000000000341,0.0,-0.9000000000000341,0.0,0.0,2,2,1,250,25964,25714,1,25200,4.362120958976448
D07_R03_P020,7,3,20,8170020,8b742cbf3b5e0e062a9da291244e11c73b747ba3e2ed7c0eb802c8d61ad5020b,368.5,368.80000000000007,1.9561846269323837,1.9561846269323837,372.41236925386477,372.71236925386484,0.9848484848484849,0.9848484848484849,1.9561846269323837,1.9561846269323837,-0.3000000000000682,0.0,-0.3000000000000682,0.0,0.0,4,4,1,750,29771,29021,1,75400,6.759266250010114
