decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score,w_random,w_worst,w_shaw
51,43,0,9,0,0,402.8436015943818,395.20511210124226,387.8960942023695,1.0350000000000001,1.1313333333333335,0.9942857142857144
52,44,2,11,0,0,407.0119169540806,395.20511210124226,387.8960942023695,1.0350000000000001,1.1313333333333335,0.9942857142857144
53,45,1,9,0,1,395.1937192692807,395.1937192692807,387.8960942023695,1.0350000000000001,1.1313333333333335,0.9942857142857144
54,46,0,12,0,0,397.95872394650587,395.1937192692807,387.8960942023695,1.0350000000000001,1.1313333333333335,0.9942857142857144
55,47,2,12,0,0,398.449264623528,395.1937192692807,387.8960942023695,1.0350000000000001,1.1313333333333335,0.9942857142857144
56,48,0,11,0,0,402.2237043463981,395.1937192692807,387.8960942023695,1.0350000000000001,1.1313333333333335,0.9942857142857144
57,49,1,9,0,1,386.9889729168979,386.9889729168979,386.9889729168979,1.0350000000000001,1.1313333333333335,0.9942857142857144
58,50,0,10,0,1,386.3469029507624,386.3469029507624,386.3469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
59,51,2,11,0,0,390.9217605888051,386.3469029507624,386.3469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
60,52,0,9,0,0,390.22619469426405,386.3469029507624,386.3469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
61,53,2,12,0,0,417.12931274446163,386.3469029507624,386.3469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
62,54,1,11,0,1,386.1469029507624,386.1469029507624,386.1469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
63,55,1,12,0,1,385.8469029507624,385.8469029507624,385.8469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
64,56,1,10,0,0,388.5776254415444,385.8469029507624,385.8469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
65,57,0,8,0,1,384.7469029507624,384.7469029507624,384.7469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
66,58,0,10,0,1,387.4776254415444,387.4776254415444,384.7469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
67,58,0,8,1,0,,387.4776254415444,384.7469029507624,,,
68,59,2,10,0,0,401.59548079955636,387.4776254415444,384.7469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
69,59,0,9,1,0,,387.4776254415444,384.7469029507624,,,
70,60,1,10,0,0,403.2139319822627,387.4776254415444,384.7469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
71,61,1,8,0,0,391.6773579438607,387.4776254415444,384.7469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
72,62,2,8,0,0,399.27688088738984,387.4776254415444,384.7469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
73,63,2,11,0,0,399.27688088738984,387.4776254415444,384.7469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
74,63,0,11,1,0,,387.4776254415444,384.7469029507624,,,
75,64,0,12,0,0,399.27688088738984,387.4776254415444,384.7469029507624,1.0350000000000001,1.1313333333333335,0.9942857142857144
76,65,0,10,0,0,392.3755518601902,387.4776254415444,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
77,66,0,10,0,0,388.63826565953383,387.4776254415444,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
78,67,0,10,0,0,391.0174855171089,387.4776254415444,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
79,68,1,9,0,0,402.22752759719856,387.4776254415444,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
80,69,2,9,0,0,399.27688088738984,387.4776254415444,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
81,70,1,10,0,0,414.0492933459547,387.4776254415444,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
82,71,1,10,0,0,420.10037614437283,387.4776254415444,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
83,72,2,11,0,0,399.0014651036942,387.4776254415444,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
84,73,0,10,0,0,391.6773579438607,387.4776254415444,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
85,74,0,8,0,1,387.3509772130909,387.3509772130909,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
86,75,0,9,0,0,403.5434716761048,387.3509772130909,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
87,76,0,10,0,0,418.8638131293547,387.3509772130909,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
88,77,1,9,0,1,384.7469029507624,384.7469029507624,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
89,78,1,10,0,0,391.6773579438607,384.7469029507624,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
90,79,2,11,0,0,387.4776254415444,384.7469029507624,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
91,80,0,11,0,0,398.84421212205655,384.7469029507624,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
92,81,2,10,0,0,426.46126998947244,384.7469029507624,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
93,82,0,10,0,1,388.62619469426403,388.62619469426403,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
94,83,0,11,0,0,399.27688088738984,388.62619469426403,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
95,83,0,9,1,0,,388.62619469426403,384.7469029507624,,,
96,84,0,10,0,1,389.6581753468648,389.6581753468648,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
97,85,0,10,0,0,406.0637544201593,389.6581753468648,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
98,86,1,9,0,0,399.27688088738984,389.6581753468648,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
99,87,0,12,0,0,440.54589501808005,389.6581753468648,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
100,88,0,9,0,1,390.1236074503984,390.1236074503984,384.7469029507624,1.1370909090909094,1.705066666666667,0.7954287714285716
101,88,0,9,1,0,,390.1236074503984,384.7469029507624,,,
102,89,0,9,0,0,398.27851350404137,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
103,90,1,11,0,0,427.5644596164919,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
104,90,1,8,1,0,,390.1236074503984,384.7469029507624,,,
105,91,1,10,0,0,400.77429364352423,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
106,92,1,10,0,0,399.65618415076074,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
107,93,1,9,0,0,400.77429364352423,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
108,94,0,11,0,0,401.4401278859947,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
109,95,1,11,0,0,406.6310500865089,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
110,96,1,11,0,1,394.9143342659567,394.9143342659567,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
111,97,1,9,0,0,408.20134248668165,394.9143342659567,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
112,98,1,10,0,0,438.9131103276886,394.9143342659567,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
113,99,1,9,0,1,390.1236074503984,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
114,100,1,10,0,0,393.99457035167893,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
115,101,1,11,0,0,429.60777724692275,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
116,102,1,11,0,0,393.99457035167893,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
117,103,2,11,0,0,402.32913134993896,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
118,104,1,9,0,0,393.99457035167893,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
119,105,0,10,0,0,406.6310500865089,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
120,106,2,12,0,0,392.49457035167893,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
121,107,0,11,0,0,404.64075461828486,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
122,108,1,9,0,0,400.77429364352423,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
123,108,1,11,1,0,,390.1236074503984,384.7469029507624,,,
124,109,1,10,0,0,400.77429364352423,390.1236074503984,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
125,110,0,9,0,1,390.26641379084975,390.26641379084975,384.7469029507624,1.003006060606061,1.4973866666666669,0.6363432171428574
126,111,0,10,0,1,389.16641379084973,389.16641379084973,384.7469029507624,0.835738181818182,1.2567328627450982,0.5090747737142859
127,112,2,10,0,0,398.058030333806,389.16641379084973,384.7469029507624,0.835738181818182,1.2567328627450982,0.5090747737142859
128,113,1,12,0,1,388.62619469426403,388.62619469426403,384.7469029507624,0.835738181818182,1.2567328627450982,0.5090747737142859
129,114,0,12,0,0,399.27688088738984,388.62619469426403,384.7469029507624,0.835738181818182,1.2567328627450982,0.5090747737142859
130,115,1,12,0,0,401.7139319822627,388.62619469426403,384.7469029507624,0.835738181818182,1.2567328627450982,0.5090747737142859
131,116,0,12,0,0,429.4312681083881,388.62619469426403,384.7469029507624,0.835738181818182,1.2567328627450982,0.5090747737142859
132,117,0,10,0,1,383.62771647150424,383.62771647150424,383.62771647150424,0.835738181818182,1.2567328627450982,0.5090747737142859
133,118,1,12,0,0,398.0600518758764,383.62771647150424,383.62771647150424,0.835738181818182,1.2567328627450982,0.5090747737142859
134,119,1,9,0,0,392.49715759554454,383.62771647150424,383.62771647150424,0.835738181818182,1.2567328627450982,0.5090747737142859
135,120,1,10,0,0,401.34308183811504,383.62771647150424,383.62771647150424,0.835738181818182,1.2567328627450982,0.5090747737142859
136,121,2,9,0,1,380.45643201442823,380.45643201442823,380.45643201442823,0.835738181818182,1.2567328627450982,0.5090747737142859
137,122,0,11,0,0,389.598931956111,380.45643201442823,380.45643201442823,0.835738181818182,1.2567328627450982,0.5090747737142859
138,123,0,11,0,1,378.9564320144283,378.9564320144283,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
139,124,2,9,0,0,388.098931956111,378.9564320144283,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
140,125,0,10,0,0,407.05398827823734,378.9564320144283,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
141,126,0,8,0,0,379.73545944125834,378.9564320144283,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
142,126,2,10,1,0,,378.9564320144283,378.9564320144283,,,
143,127,2,12,0,0,385.454910237188,378.9564320144283,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
144,128,0,11,0,0,382.6667461781032,378.9564320144283,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
145,129,1,10,0,1,388.098931956111,388.098931956111,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
146,130,2,12,0,0,391.8321866915844,388.098931956111,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
147,131,0,9,0,1,388.898931956111,388.898931956111,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
148,132,0,12,0,0,446.9141730177821,388.898931956111,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
149,133,0,11,0,1,388.098931956111,388.098931956111,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
150,134,0,10,0,1,387.41235326663553,387.41235326663553,378.9564320144283,0.835738181818182,1.2567328627450982,0.5090747737142859
151,135,0,11,0,0,392.46256046691093,387.41235326663553,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
152,136,0,11,0,0,391.7873492882477,387.41235326663553,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
153,137,0,10,0,0,390.1773579438607,387.41235326663553,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
154,138,0,11,0,1,389.95582249200197,389.95582249200197,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
155,139,1,10,0,1,389.16773988609066,389.16773988609066,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
156,140,1,12,0,0,397.26489958274476,389.16773988609066,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
157,141,0,10,0,0,391.93274456331585,389.16773988609066,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
158,142,0,10,0,0,397.26489958274476,389.16773988609066,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
159,143,0,11,0,0,391.93274456331585,389.16773988609066,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
160,144,0,9,0,1,391.3693463271319,391.3693463271319,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
161,145,1,9,0,0,397.26489958274476,391.3693463271319,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
162,146,1,10,0,1,391.4805589685106,391.4805589685106,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
163,147,0,10,0,0,405.2073048737098,391.4805589685106,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
164,148,1,9,0,0,405.2073048737098,391.4805589685106,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
165,149,0,8,0,1,392.8237222890074,392.8237222890074,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
166,150,0,10,0,1,394.73537976435995,394.73537976435995,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
167,151,1,12,0,0,400.82390052792243,394.73537976435995,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
168,151,1,9,1,0,,394.73537976435995,378.9564320144283,,,
169,151,1,10,1,0,,394.73537976435995,378.9564320144283,,,
170,152,0,11,0,1,395.76736041696074,395.76736041696074,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
171,153,2,8,0,1,396.86736041696076,396.86736041696076,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
172,154,1,9,0,1,395.83537976435997,395.83537976435997,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
173,155,1,12,0,1,394.73537976435995,394.73537976435995,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
174,155,1,8,1,0,,394.73537976435995,378.9564320144283,,,
175,156,0,10,0,0,441.34963654787856,394.73537976435995,378.9564320144283,1.114744391608392,1.1720529568627454,0.6739264856380953
176,156,1,9,1,0,,394.73537976435995,378.9564320144283,,,
177,157,0,11,0,1,392.2714496965726,392.2714496965726,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
178,158,2,9,0,1,391.3693463271319,391.3693463271319,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
179,159,0,10,0,1,391.4805589685106,391.4805589685106,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
180,160,1,12,0,0,408.37632661133193,391.4805589685106,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
181,160,0,11,1,0,,391.4805589685106,378.9564320144283,,,
182,161,1,12,0,0,405.2073048737098,391.4805589685106,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
183,161,0,10,1,0,,391.4805589685106,378.9564320144283,,,
184,162,1,12,0,1,392.5125396211114,392.5125396211114,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
185,163,1,9,0,1,392.97797172464504,392.97797172464504,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
186,163,1,12,1,0,,392.97797172464504,378.9564320144283,,,
187,164,1,9,0,0,406.7047176298442,392.97797172464504,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
188,165,2,11,0,1,394.47797172464493,394.47797172464493,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
189,166,0,9,0,0,408.2047176298442,394.47797172464493,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
190,167,0,8,0,0,408.2047176298442,394.47797172464493,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
191,168,1,11,0,0,408.2047176298442,394.47797172464493,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
192,169,0,11,0,1,393.5207780650963,393.5207780650963,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
193,170,2,9,0,0,395.572940579385,393.5207780650963,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
194,171,1,9,0,1,391.4805589685106,391.4805589685106,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
195,172,0,12,0,0,405.2073048737098,391.4805589685106,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
196,172,1,8,1,0,,391.4805589685106,378.9564320144283,,,
197,173,2,10,0,0,393.93844950978865,391.4805589685106,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
198,174,2,9,0,0,405.2073048737098,391.4805589685106,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
199,175,0,12,0,0,395.08055896851056,391.4805589685106,378.9564320144283,0.9687185902097906,1.1740060018538327,0.7391411885104764
200,175,1,10,1,0,,391.4805589685106,378.9564320144283,,,
201,176,0,11,0,1,391.3230252929039,391.3230252929039,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
202,177,2,12,0,0,403.2595993313058,391.3230252929039,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
203,178,2,10,0,0,402.5913318657702,391.3230252929039,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
204,179,0,11,0,1,390.12194073445914,390.12194073445914,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
205,180,2,12,0,1,388.4338587905235,388.4338587905235,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
206,181,1,12,0,0,390.12194073445914,388.4338587905235,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
207,182,0,10,0,1,380.2380882189709,380.2380882189709,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
208,183,2,11,0,0,388.4338587905235,380.2380882189709,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
209,184,0,12,0,1,380.03959343702513,380.03959343702513,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
210,185,2,8,0,1,390.12194073445914,390.12194073445914,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
211,186,0,12,0,1,393.12241531099505,393.12241531099505,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
212,187,0,11,0,0,405.7249866571842,393.12241531099505,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
213,188,0,9,0,1,394.2387747890711,394.2387747890711,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
214,189,2,9,0,1,390.6737402255734,390.6737402255734,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
215,190,2,11,0,1,390.2737402255734,390.2737402255734,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
216,191,0,9,0,0,427.65518832688986,390.2737402255734,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
217,192,1,8,0,0,392.03086728164413,390.2737402255734,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
218,193,2,9,0,1,390.8495139771939,390.8495139771939,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
219,194,0,11,0,1,390.30392393102835,390.30392393102835,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
220,195,0,9,0,1,391.24242999407596,391.24242999407596,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
221,196,1,9,0,1,392.54031128790797,392.54031128790797,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
222,197,2,10,0,1,394.2811346723958,394.2811346723958,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
223,198,0,10,0,1,395.490447792137,395.490447792137,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
224,199,2,9,0,0,434.22520700469994,395.490447792137,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
225,200,2,11,0,1,393.7962982678478,393.7962982678478,378.9564320144283,0.9749748721678324,1.0482957105739754,0.7913129508083812
226,201,0,11,0,0,395.490447792137,393.7962982678478,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
227,201,1,9,1,0,,393.7962982678478,378.9564320144283,,,
228,201,1,8,1,0,,393.7962982678478,378.9564320144283,,,
229,201,1,12,1,0,,393.7962982678478,378.9564320144283,,,
230,201,0,10,1,0,,393.7962982678478,378.9564320144283,,,
231,202,0,11,0,0,395.490447792137,393.7962982678478,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
232,203,2,10,0,1,394.26646501641096,394.26646501641096,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
233,204,1,12,0,0,396.06426243847716,394.26646501641096,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
234,204,0,10,1,0,,394.26646501641096,378.9564320144283,,,
235,205,2,10,0,1,395.13687597008976,395.13687597008976,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
236,206,2,11,0,0,406.25102406679713,395.13687597008976,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
237,207,2,12,0,0,435.87266529476784,395.13687597008976,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
238,208,2,9,0,0,398.58423102761276,395.13687597008976,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
239,208,0,12,1,0,,395.13687597008976,378.9564320144283,,,
240,209,1,10,0,0,415.2445904256414,395.13687597008976,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
241,210,1,11,0,1,395.6801465662679,395.6801465662679,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
242,211,2,10,0,1,395.13687597008976,395.13687597008976,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
243,211,1,12,1,0,,395.13687597008976,378.9564320144283,,,
244,211,1,9,1,0,,395.13687597008976,378.9564320144283,,,
245,211,2,9,1,0,,395.13687597008976,378.9564320144283,,,
246,212,1,12,0,1,390.706419690879,390.706419690879,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
