decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score,w_random,w_worst,w_shaw
249,217,0,8,0,0,445.1127064113905,377.68938496304196,377.68938496304196,0.8777207379145302,0.8751668497015874,0.9781296144879124
250,218,2,9,0,0,387.11265219261395,377.68938496304196,377.68938496304196,0.8777207379145302,0.8751668497015874,0.9781296144879124
251,219,1,11,0,0,398.8500833662542,377.68938496304196,377.68938496304196,0.9688432569982908,0.823210402838193,1.0491703582569967
252,220,0,11,0,0,419.14531806493864,377.68938496304196,377.68938496304196,0.9688432569982908,0.823210402838193,1.0491703582569967
253,221,1,9,0,1,377.63063647813567,377.63063647813567,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
254,222,2,9,0,0,383.7945126007116,377.63063647813567,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
255,223,2,11,0,0,445.1127064113905,377.63063647813567,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
256,224,0,10,0,0,397.6051590037703,377.63063647813567,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
257,225,1,9,0,0,406.4955645782814,377.63063647813567,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
258,226,0,9,0,1,377.6306364781357,377.6306364781357,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
259,227,0,10,0,0,423.4976683539421,377.6306364781357,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
260,228,2,11,0,0,389.77087234982946,377.6306364781357,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
261,229,1,11,0,0,439.8609948497397,377.6306364781357,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
262,230,2,10,0,0,381.6027895690888,377.6306364781357,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
263,231,1,8,0,0,415.4792421851372,377.6306364781357,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
264,232,0,11,0,1,377.63063647813567,377.63063647813567,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
265,233,2,8,0,0,381.3361153597094,377.63063647813567,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
266,234,0,11,0,1,378.66907543788767,378.66907543788767,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
267,234,2,11,1,0,,378.66907543788767,377.63063647813567,,,
268,235,0,11,0,0,398.26771244342916,378.66907543788767,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
269,236,2,10,0,0,388.11265219261395,378.66907543788767,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
270,237,2,9,0,0,388.11265219261395,378.66907543788767,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
271,238,2,11,0,0,388.11265219261395,378.66907543788767,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
272,239,0,11,0,0,379.2690460012694,378.66907543788767,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
273,240,0,9,0,0,384.10445926308057,378.66907543788767,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
274,241,0,11,0,1,380.1690754378877,380.1690754378877,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
275,242,0,10,0,0,381.4347967170892,380.1690754378877,377.63063647813567,0.9688432569982908,0.823210402838193,1.0491703582569967
276,243,1,8,0,0,431.60983026678747,380.1690754378877,377.63063647813567,0.9023473328713599,0.9785683222705546,0.8393364866055973
277,244,0,8,0,0,386.5947122204305,380.1690754378877,377.63063647813567,0.9023473328713599,0.9785683222705546,0.8393364866055973
278,245,0,12,0,0,385.6586416197846,380.1690754378877,377.63063647813567,0.9023473328713599,0.9785683222705546,0.8393364866055973
279,246,1,10,0,0,404.97795006565525,380.1690754378877,377.63063647813567,0.9023473328713599,0.9785683222705546,0.8393364866055973
280,247,2,12,0,0,384.5411839916175,380.1690754378877,377.63063647813567,0.9023473328713599,0.9785683222705546,0.8393364866055973
281,248,0,9,0,0,380.76904600126943,380.1690754378877,377.63063647813567,0.9023473328713599,0.9785683222705546,0.8393364866055973
282,249,0,10,0,0,386.6390344515877,380.1690754378877,377.63063647813567,0.9023473328713599,0.9785683222705546,0.8393364866055973
283,250,1,12,0,0,416.77924218513715,380.1690754378877,377.63063647813567,0.9023473328713599,0.9785683222705546,0.8393364866055973
